S.No,Date,Year,Month,Day,Time,EBH,WBH,TH,EBM,WBM,TM,MaxTemp,MinTemp,MeanTemp,TotalRain,TotalSnow,TotalPrecip,SnowOnGrnd,DirOfMaxGust,SpdOfMaxGust
0,10-02-2018,2018,2,10,0,2,3,5,4,4,8,-4.4,-6.7,-5.6,0,6.4,5.6,14,0,29
1,10-02-2018,2018,2,10,1,1,2,3,2,1,3,-4.4,-6.7,-5.6,0,6.4,5.6,14,0,29
2,10-02-2018,2018,2,10,2,1,1,2,2,3,5,-4.4,-6.7,-5.6,0,6.4,5.6,14,0,29
3,10-02-2018,2018,2,10,3,0,0,0,0,4,4,-4.4,-6.7,-5.6,0,6.4,5.6,14,0,29
4,10-02-2018,2018,2,10,4,1,0,1,0,0,0,-4.4,-6.7,-5.6,0,6.4,5.6,14,0,29
5,10-02-2018,2018,2,10,5,1,0,1,0,0,0,-4.4,-6.7,-5.6,0,6.4,5.6,14,0,29
6,10-02-2018,2018,2,10,6,2,2,4,3,0,3,-4.4,-6.7,-5.6,0,6.4,5.6,14,0,29
7,10-02-2018,2018,2,10,7,1,0,1,2,0,2,-4.4,-6.7,-5.6,0,6.4,5.6,14,0,29
8,10-02-2018,2018,2,10,8,2,0,2,2,2,4,-4.4,-6.7,-5.6,0,6.4,5.6,14,0,29
9,10-02-2018,2018,2,10,9,5,1,6,8,4,12,-4.4,-6.7,-5.6,0,6.4,5.6,14,0,29
10,10-02-2018,2018,2,10,10,8,6,14,9,5,14,-4.4,-6.7,-5.6,0,6.4,5.6,14,0,29
11,10-02-2018,2018,2,10,11,18,5,23,14,5,19,-4.4,-6.7,-5.6,0,6.4,5.6,14,0,29
12,10-02-2018,2018,2,10,12,11,6,17,7,8,15,-4.4,-6.7,-5.6,0,6.4,5.6,14,0,29
13,10-02-2018,2018,2,10,13,9,14,23,17,12,29,-4.4,-6.7,-5.6,0,6.4,5.6,14,0,29
14,10-02-2018,2018,2,10,14,7,6,13,10,7,17,-4.4,-6.7,-5.6,0,6.4,5.6,14,0,29
15,10-02-2018,2018,2,10,15,8,10,18,7,7,14,-4.4,-6.7,-5.6,0,6.4,5.6,14,0,29
16,10-02-2018,2018,2,10,16,5,10,15,5,9,14,-4.4,-6.7,-5.6,0,6.4,5.6,14,0,29
17,10-02-2018,2018,2,10,17,7,13,20,4,10,14,-4.4,-6.7,-5.6,0,6.4,5.6,14,0,29
18,10-02-2018,2018,2,10,18,17,9,26,12,9,21,-4.4,-6.7,-5.6,0,6.4,5.6,14,0,29
19,10-02-2018,2018,2,10,19,10,10,20,1,6,7,-4.4,-6.7,-5.6,0,6.4,5.6,14,0,29
20,10-02-2018,2018,2,10,20,6,4,10,1,4,5,-4.4,-6.7,-5.6,0,6.4,5.6,14,0,29
21,10-02-2018,2018,2,10,21,1,7,8,0,2,2,-4.4,-6.7,-5.6,0,6.4,5.6,14,0,29
22,10-02-2018,2018,2,10,22,4,6,10,1,3,4,-4.4,-6.7,-5.6,0,6.4,5.6,14,0,29
23,10-02-2018,2018,2,10,23,2,4,6,2,6,8,-4.4,-6.7,-5.6,0,6.4,5.6,14,0,29
24,11-02-2018,2018,2,11,0,1,4,5,1,5,6,-1.3,-7.2,-4.3,0,1,3.4,19,29,50
25,11-02-2018,2018,2,11,1,2,1,3,3,2,5,-1.3,-7.2,-4.3,0,1,3.4,19,29,50
26,11-02-2018,2018,2,11,2,1,1,2,1,4,5,-1.3,-7.2,-4.3,0,1,3.4,19,29,50
27,11-02-2018,2018,2,11,3,0,0,0,0,0,0,-1.3,-7.2,-4.3,0,1,3.4,19,29,50
28,11-02-2018,2018,2,11,4,1,0,1,0,0,0,-1.3,-7.2,-4.3,0,1,3.4,19,29,50
29,11-02-2018,2018,2,11,5,1,0,1,0,0,0,-1.3,-7.2,-4.3,0,1,3.4,19,29,50
30,11-02-2018,2018,2,11,6,1,2,3,0,0,0,-1.3,-7.2,-4.3,0,1,3.4,19,29,50
31,11-02-2018,2018,2,11,7,3,0,3,1,0,1,-1.3,-7.2,-4.3,0,1,3.4,19,29,50
32,11-02-2018,2018,2,11,8,1,3,4,3,0,3,-1.3,-7.2,-4.3,0,1,3.4,19,29,50
33,11-02-2018,2018,2,11,9,4,4,8,7,9,16,-1.3,-7.2,-4.3,0,1,3.4,19,29,50
34,11-02-2018,2018,2,11,10,16,7,23,11,4,15,-1.3,-7.2,-4.3,0,1,3.4,19,29,50
35,11-02-2018,2018,2,11,11,17,5,22,18,6,24,-1.3,-7.2,-4.3,0,1,3.4,19,29,50
36,11-02-2018,2018,2,11,12,19,14,33,10,13,23,-1.3,-7.2,-4.3,0,1,3.4,19,29,50
37,11-02-2018,2018,2,11,13,14,9,23,10,12,22,-1.3,-7.2,-4.3,0,1,3.4,19,29,50
38,11-02-2018,2018,2,11,14,10,10,20,12,12,24,-1.3,-7.2,-4.3,0,1,3.4,19,29,50
39,11-02-2018,2018,2,11,15,5,7,12,7,4,11,-1.3,-7.2,-4.3,0,1,3.4,19,29,50
40,11-02-2018,2018,2,11,16,8,9,17,5,4,9,-1.3,-7.2,-4.3,0,1,3.4,19,29,50
41,11-02-2018,2018,2,11,17,6,10,16,17,15,32,-1.3,-7.2,-4.3,0,1,3.4,19,29,50
42,11-02-2018,2018,2,11,18,9,15,24,13,9,22,-1.3,-7.2,-4.3,0,1,3.4,19,29,50
43,11-02-2018,2018,2,11,19,12,9,21,9,6,15,-1.3,-7.2,-4.3,0,1,3.4,19,29,50
44,11-02-2018,2018,2,11,20,8,13,21,8,7,15,-1.3,-7.2,-4.3,0,1,3.4,19,29,50
45,11-02-2018,2018,2,11,21,10,11,21,4,2,6,-1.3,-7.2,-4.3,0,1,3.4,19,29,50
46,11-02-2018,2018,2,11,22,2,5,7,1,4,5,-1.3,-7.2,-4.3,0,1,3.4,19,29,50
47,11-02-2018,2018,2,11,23,1,7,8,2,4,6,-1.3,-7.2,-4.3,0,1,3.4,19,29,50
48,12-02-2018,2018,2,12,0,2,1,3,0,2,2,-3,-12.2,-7.6,0,0,0,18,28,41
49,12-02-2018,2018,2,12,1,1,1,2,1,0,1,-3,-12.2,-7.6,0,0,0,18,28,41
50,12-02-2018,2018,2,12,2,2,2,4,0,0,0,-3,-12.2,-7.6,0,0,0,18,28,41
51,12-02-2018,2018,2,12,3,0,0,0,0,2,2,-3,-12.2,-7.6,0,0,0,18,28,41
52,12-02-2018,2018,2,12,4,0,0,0,0,0,0,-3,-12.2,-7.6,0,0,0,18,28,41
53,12-02-2018,2018,2,12,5,0,0,0,0,0,0,-3,-12.2,-7.6,0,0,0,18,28,41
54,12-02-2018,2018,2,12,6,3,1,4,1,1,2,-3,-12.2,-7.6,0,0,0,18,28,41
55,12-02-2018,2018,2,12,7,12,1,13,7,1,8,-3,-12.2,-7.6,0,0,0,18,28,41
56,12-02-2018,2018,2,12,8,62,3,65,73,3,76,-3,-12.2,-7.6,0,0,0,18,28,41
57,12-02-2018,2018,2,12,9,61,4,65,44,9,53,-3,-12.2,-7.6,0,0,0,18,28,41
58,12-02-2018,2018,2,12,10,27,9,36,13,5,18,-3,-12.2,-7.6,0,0,0,18,28,41
59,12-02-2018,2018,2,12,11,25,9,34,12,12,24,-3,-12.2,-7.6,0,0,0,18,28,41
60,12-02-2018,2018,2,12,12,18,13,31,11,10,21,-3,-12.2,-7.6,0,0,0,18,28,41
61,12-02-2018,2018,2,12,13,25,22,47,9,14,23,-3,-12.2,-7.6,0,0,0,18,28,41
62,12-02-2018,2018,2,12,14,19,24,43,11,25,36,-3,-12.2,-7.6,0,0,0,18,28,41
63,12-02-2018,2018,2,12,15,12,24,36,13,20,33,-3,-12.2,-7.6,0,0,0,18,28,41
64,12-02-2018,2018,2,12,16,17,27,44,19,34,53,-3,-12.2,-7.6,0,0,0,18,28,41
65,12-02-2018,2018,2,12,17,29,76,105,15,53,68,-3,-12.2,-7.6,0,0,0,18,28,41
66,12-02-2018,2018,2,12,18,27,54,81,31,48,79,-3,-12.2,-7.6,0,0,0,18,28,41
67,12-02-2018,2018,2,12,19,15,34,49,9,35,44,-3,-12.2,-7.6,0,0,0,18,28,41
68,12-02-2018,2018,2,12,20,14,25,39,7,22,29,-3,-12.2,-7.6,0,0,0,18,28,41
69,12-02-2018,2018,2,12,21,13,17,30,7,16,23,-3,-12.2,-7.6,0,0,0,18,28,41
70,12-02-2018,2018,2,12,22,8,3,11,6,11,17,-3,-12.2,-7.6,0,0,0,18,28,41
71,12-02-2018,2018,2,12,23,2,4,6,1,4,5,-3,-12.2,-7.6,0,0,0,18,28,41
72,13-02-2018,2018,2,13,0,3,1,4,1,1,2,-2.2,-14.1,-8.2,0,0,0,16,0,29
73,13-02-2018,2018,2,13,1,1,5,6,1,3,4,-2.2,-14.1,-8.2,0,0,0,16,0,29
74,13-02-2018,2018,2,13,2,0,2,2,2,1,3,-2.2,-14.1,-8.2,0,0,0,16,0,29
75,13-02-2018,2018,2,13,3,0,0,0,0,1,1,-2.2,-14.1,-8.2,0,0,0,16,0,29
76,13-02-2018,2018,2,13,4,1,0,1,0,0,0,-2.2,-14.1,-8.2,0,0,0,16,0,29
77,13-02-2018,2018,2,13,5,2,0,2,1,0,1,-2.2,-14.1,-8.2,0,0,0,16,0,29
78,13-02-2018,2018,2,13,6,8,1,9,2,0,2,-2.2,-14.1,-8.2,0,0,0,16,0,29
79,13-02-2018,2018,2,13,7,22,3,25,10,3,13,-2.2,-14.1,-8.2,0,0,0,16,0,29
80,13-02-2018,2018,2,13,8,82,7,89,63,4,67,-2.2,-14.1,-8.2,0,0,0,16,0,29
81,13-02-2018,2018,2,13,9,79,15,94,22,8,30,-2.2,-14.1,-8.2,0,0,0,16,0,29
82,13-02-2018,2018,2,13,10,32,8,40,4,9,13,-2.2,-14.1,-8.2,0,0,0,16,0,29
83,13-02-2018,2018,2,13,11,35,10,45,8,8,16,-2.2,-14.1,-8.2,0,0,0,16,0,29
84,13-02-2018,2018,2,13,12,28,21,49,0,17,17,-2.2,-14.1,-8.2,0,0,0,16,0,29
85,13-02-2018,2018,2,13,13,36,24,60,1,22,23,-2.2,-14.1,-8.2,0,0,0,16,0,29
86,13-02-2018,2018,2,13,14,23,26,49,3,27,30,-2.2,-14.1,-8.2,0,0,0,16,0,29
87,13-02-2018,2018,2,13,15,22,33,55,14,22,36,-2.2,-14.1,-8.2,0,0,0,16,0,29
88,13-02-2018,2018,2,13,16,16,45,61,13,38,51,-2.2,-14.1,-8.2,0,0,0,16,0,29
89,13-02-2018,2018,2,13,17,37,81,118,17,74,91,-2.2,-14.1,-8.2,0,0,0,16,0,29
90,13-02-2018,2018,2,13,18,31,63,94,31,58,89,-2.2,-14.1,-8.2,0,0,0,16,0,29
91,13-02-2018,2018,2,13,19,19,45,64,18,43,61,-2.2,-14.1,-8.2,0,0,0,16,0,29
92,13-02-2018,2018,2,13,20,21,29,50,12,28,40,-2.2,-14.1,-8.2,0,0,0,16,0,29
93,13-02-2018,2018,2,13,21,10,34,44,11,30,41,-2.2,-14.1,-8.2,0,0,0,16,0,29
94,13-02-2018,2018,2,13,22,13,15,28,7,16,23,-2.2,-14.1,-8.2,0,0,0,16,0,29
95,13-02-2018,2018,2,13,23,3,8,11,2,10,12,-2.2,-14.1,-8.2,0,0,0,16,0,29
96,14-02-2018,2018,2,14,0,3,9,12,3,8,11,5.2,-4.2,0.5,0,0,0,14,24,37
97,14-02-2018,2018,2,14,1,1,2,3,0,3,3,5.2,-4.2,0.5,0,0,0,14,24,37
98,14-02-2018,2018,2,14,2,1,2,3,3,2,5,5.2,-4.2,0.5,0,0,0,14,24,37
99,14-02-2018,2018,2,14,3,1,1,2,0,1,1,5.2,-4.2,0.5,0,0,0,14,24,37
100,14-02-2018,2018,2,14,4,1,0,1,0,1,1,5.2,-4.2,0.5,0,0,0,14,24,37
101,14-02-2018,2018,2,14,5,2,0,2,0,2,2,5.2,-4.2,0.5,0,0,0,14,24,37
102,14-02-2018,2018,2,14,6,9,1,10,5,2,7,5.2,-4.2,0.5,0,0,0,14,24,37
103,14-02-2018,2018,2,14,7,27,5,32,17,1,18,5.2,-4.2,0.5,0,0,0,14,24,37
104,14-02-2018,2018,2,14,8,102,10,112,50,9,59,5.2,-4.2,0.5,0,0,0,14,24,37
105,14-02-2018,2018,2,14,9,90,10,100,45,13,58,5.2,-4.2,0.5,0,0,0,14,24,37
106,14-02-2018,2018,2,14,10,54,7,61,24,8,32,5.2,-4.2,0.5,0,0,0,14,24,37
107,14-02-2018,2018,2,14,11,36,17,53,15,12,27,5.2,-4.2,0.5,0,0,0,14,24,37
108,14-02-2018,2018,2,14,12,37,33,70,15,23,38,5.2,-4.2,0.5,0,0,0,14,24,37
109,14-02-2018,2018,2,14,13,40,31,71,12,26,38,5.2,-4.2,0.5,0,0,0,14,24,37
110,14-02-2018,2018,2,14,14,40,39,79,11,25,36,5.2,-4.2,0.5,0,0,0,14,24,37
111,14-02-2018,2018,2,14,15,37,35,72,13,24,37,5.2,-4.2,0.5,0,0,0,14,24,37
112,14-02-2018,2018,2,14,16,29,64,93,3,58,61,5.2,-4.2,0.5,0,0,0,14,24,37
113,14-02-2018,2018,2,14,17,39,96,135,15,87,102,5.2,-4.2,0.5,0,0,0,14,24,37
114,14-02-2018,2018,2,14,18,38,79,117,28,79,107,5.2,-4.2,0.5,0,0,0,14,24,37
115,14-02-2018,2018,2,14,19,20,53,73,18,50,68,5.2,-4.2,0.5,0,0,0,14,24,37
116,14-02-2018,2018,2,14,20,18,32,50,10,28,38,5.2,-4.2,0.5,0,0,0,14,24,37
117,14-02-2018,2018,2,14,21,19,25,44,9,31,40,5.2,-4.2,0.5,0,0,0,14,24,37
118,14-02-2018,2018,2,14,22,13,11,24,4,15,19,5.2,-4.2,0.5,0,0,0,14,24,37
119,14-02-2018,2018,2,14,23,7,12,19,0,13,13,5.2,-4.2,0.5,0,0,0,14,24,37
120,15-02-2018,2018,2,15,0,2,6,8,1,8,9,8,2.6,5.3,0,0,0,6,24,43
121,15-02-2018,2018,2,15,1,3,2,5,0,1,1,8,2.6,5.3,0,0,0,6,24,43
122,15-02-2018,2018,2,15,2,2,3,5,1,1,2,8,2.6,5.3,0,0,0,6,24,43
123,15-02-2018,2018,2,15,3,1,1,2,1,1,2,8,2.6,5.3,0,0,0,6,24,43
124,15-02-2018,2018,2,15,4,1,2,3,0,0,0,8,2.6,5.3,0,0,0,6,24,43
125,15-02-2018,2018,2,15,5,0,1,1,0,1,1,8,2.6,5.3,0,0,0,6,24,43
126,15-02-2018,2018,2,15,6,10,3,13,8,1,9,8,2.6,5.3,0,0,0,6,24,43
127,15-02-2018,2018,2,15,7,33,7,40,22,4,26,8,2.6,5.3,0,0,0,6,24,43
128,15-02-2018,2018,2,15,8,102,13,115,76,12,88,8,2.6,5.3,0,0,0,6,24,43
129,15-02-2018,2018,2,15,9,95,9,104,52,15,67,8,2.6,5.3,0,0,0,6,24,43
130,15-02-2018,2018,2,15,10,42,10,52,30,8,38,8,2.6,5.3,0,0,0,6,24,43
131,15-02-2018,2018,2,15,11,26,18,44,25,12,37,8,2.6,5.3,0,0,0,6,24,43
132,15-02-2018,2018,2,15,12,34,31,65,27,23,50,8,2.6,5.3,0,0,0,6,24,43
133,15-02-2018,2018,2,15,13,52,30,82,30,27,57,8,2.6,5.3,0,0,0,6,24,43
134,15-02-2018,2018,2,15,14,40,32,72,30,39,69,8,2.6,5.3,0,0,0,6,24,43
135,15-02-2018,2018,2,15,15,25,46,71,27,33,60,8,2.6,5.3,0,0,0,6,24,43
136,15-02-2018,2018,2,15,16,31,56,87,33,46,79,8,2.6,5.3,0,0,0,6,24,43
137,15-02-2018,2018,2,15,17,36,97,133,32,76,108,8,2.6,5.3,0,0,0,6,24,43
138,15-02-2018,2018,2,15,18,37,74,111,33,73,106,8,2.6,5.3,0,0,0,6,24,43
139,15-02-2018,2018,2,15,19,30,49,79,21,52,73,8,2.6,5.3,0,0,0,6,24,43
140,15-02-2018,2018,2,15,20,22,49,71,24,36,60,8,2.6,5.3,0,0,0,6,24,43
141,15-02-2018,2018,2,15,21,19,28,47,21,37,58,8,2.6,5.3,0,0,0,6,24,43
142,15-02-2018,2018,2,15,22,17,12,29,7,21,28,8,2.6,5.3,0,0,0,6,24,43
143,15-02-2018,2018,2,15,23,8,11,19,5,20,25,8,2.6,5.3,0,0,0,6,24,43
144,16-02-2018,2018,2,16,0,6,9,15,7,10,17,3.3,-7.2,-2,0,0,0,0,32,61
145,16-02-2018,2018,2,16,1,2,2,4,1,2,3,3.3,-7.2,-2,0,0,0,0,32,61
146,16-02-2018,2018,2,16,2,0,1,1,0,3,3,3.3,-7.2,-2,0,0,0,0,32,61
147,16-02-2018,2018,2,16,3,2,4,6,1,2,3,3.3,-7.2,-2,0,0,0,0,32,61
148,16-02-2018,2018,2,16,4,2,4,6,0,0,0,3.3,-7.2,-2,0,0,0,0,32,61
149,16-02-2018,2018,2,16,5,4,1,5,3,3,6,3.3,-7.2,-2,0,0,0,0,32,61
150,16-02-2018,2018,2,16,6,10,1,11,9,1,10,3.3,-7.2,-2,0,0,0,0,32,61
151,16-02-2018,2018,2,16,7,21,4,25,27,0,27,3.3,-7.2,-2,0,0,0,0,32,61
152,16-02-2018,2018,2,16,8,72,11,83,87,9,96,3.3,-7.2,-2,0,0,0,0,32,61
153,16-02-2018,2018,2,16,9,91,16,107,70,10,80,3.3,-7.2,-2,0,0,0,0,32,61
154,16-02-2018,2018,2,16,10,39,20,59,44,14,58,3.3,-7.2,-2,0,0,0,0,32,61
155,16-02-2018,2018,2,16,11,38,19,57,44,23,67,3.3,-7.2,-2,0,0,0,0,32,61
156,16-02-2018,2018,2,16,12,33,37,70,34,34,68,3.3,-7.2,-2,0,0,0,0,32,61
157,16-02-2018,2018,2,16,13,35,32,67,30,27,57,3.3,-7.2,-2,0,0,0,0,32,61
158,16-02-2018,2018,2,16,14,33,34,67,26,41,67,3.3,-7.2,-2,0,0,0,0,32,61
159,16-02-2018,2018,2,16,15,25,40,65,22,43,65,3.3,-7.2,-2,0,0,0,0,32,61
160,16-02-2018,2018,2,16,16,36,49,85,37,56,93,3.3,-7.2,-2,0,0,0,0,32,61
161,16-02-2018,2018,2,16,17,27,76,103,27,74,101,3.3,-7.2,-2,0,0,0,0,32,61
162,16-02-2018,2018,2,16,18,30,41,71,40,43,83,3.3,-7.2,-2,0,0,0,0,32,61
163,16-02-2018,2018,2,16,19,28,35,63,31,46,77,3.3,-7.2,-2,0,0,0,0,32,61
164,16-02-2018,2018,2,16,20,18,26,44,22,31,53,3.3,-7.2,-2,0,0,0,0,32,61
165,16-02-2018,2018,2,16,21,12,29,41,14,20,34,3.3,-7.2,-2,0,0,0,0,32,61
166,16-02-2018,2018,2,16,22,11,28,39,12,22,34,3.3,-7.2,-2,0,0,0,0,32,61
167,16-02-2018,2018,2,16,23,6,9,15,9,6,15,3.3,-7.2,-2,0,0,0,0,32,61
168,17-02-2018,2018,2,17,0,6,9,15,8,13,21,-0.4,-7.7,-4.1,0,0,0,0,20,33
169,17-02-2018,2018,2,17,1,5,3,8,4,5,9,-0.4,-7.7,-4.1,0,0,0,0,20,33
170,17-02-2018,2018,2,17,2,3,4,7,1,5,6,-0.4,-7.7,-4.1,0,0,0,0,20,33
171,17-02-2018,2018,2,17,3,1,0,1,0,1,1,-0.4,-7.7,-4.1,0,0,0,0,20,33
172,17-02-2018,2018,2,17,4,2,3,5,3,4,7,-0.4,-7.7,-4.1,0,0,0,0,20,33
173,17-02-2018,2018,2,17,5,1,0,1,4,2,6,-0.4,-7.7,-4.1,0,0,0,0,20,33
174,17-02-2018,2018,2,17,6,5,3,8,5,2,7,-0.4,-7.7,-4.1,0,0,0,0,20,33
175,17-02-2018,2018,2,17,7,3,2,5,4,3,7,-0.4,-7.7,-4.1,0,0,0,0,20,33
176,17-02-2018,2018,2,17,8,6,4,10,9,5,14,-0.4,-7.7,-4.1,0,0,0,0,20,33
177,17-02-2018,2018,2,17,9,11,6,17,17,8,25,-0.4,-7.7,-4.1,0,0,0,0,20,33
178,17-02-2018,2018,2,17,10,23,10,33,27,10,37,-0.4,-7.7,-4.1,0,0,0,0,20,33
179,17-02-2018,2018,2,17,11,27,19,46,28,20,48,-0.4,-7.7,-4.1,0,0,0,0,20,33
180,17-02-2018,2018,2,17,12,33,27,60,38,23,61,-0.4,-7.7,-4.1,0,0,0,0,20,33
181,17-02-2018,2018,2,17,13,32,30,62,30,32,62,-0.4,-7.7,-4.1,0,0,0,0,20,33
182,17-02-2018,2018,2,17,14,32,20,52,35,21,56,-0.4,-7.7,-4.1,0,0,0,0,20,33
183,17-02-2018,2018,2,17,15,20,26,46,24,36,60,-0.4,-7.7,-4.1,0,0,0,0,20,33
184,17-02-2018,2018,2,17,16,18,26,44,27,32,59,-0.4,-7.7,-4.1,0,0,0,0,20,33
185,17-02-2018,2018,2,17,17,17,21,38,21,29,50,-0.4,-7.7,-4.1,0,0,0,0,20,33
186,17-02-2018,2018,2,17,18,17,31,48,31,38,69,-0.4,-7.7,-4.1,0,0,0,0,20,33
187,17-02-2018,2018,2,17,19,23,34,57,20,26,46,-0.4,-7.7,-4.1,0,0,0,0,20,33
188,17-02-2018,2018,2,17,20,13,22,35,13,16,29,-0.4,-7.7,-4.1,0,0,0,0,20,33
189,17-02-2018,2018,2,17,21,20,14,34,22,11,33,-0.4,-7.7,-4.1,0,0,0,0,20,33
190,17-02-2018,2018,2,17,22,10,18,28,11,20,31,-0.4,-7.7,-4.1,0,0,0,0,20,33
191,17-02-2018,2018,2,17,23,3,7,10,4,12,16,-0.4,-7.7,-4.1,0,0,0,0,20,33
192,18-02-2018,2018,2,18,0,5,7,12,3,11,14,4.2,-3.5,0.4,0,0,0,0,27,39
193,18-02-2018,2018,2,18,1,3,5,8,5,9,14,4.2,-3.5,0.4,0,0,0,0,27,39
194,18-02-2018,2018,2,18,2,3,3,6,9,6,15,4.2,-3.5,0.4,0,0,0,0,27,39
195,18-02-2018,2018,2,18,3,4,3,7,3,4,7,4.2,-3.5,0.4,0,0,0,0,27,39
196,18-02-2018,2018,2,18,4,1,3,4,1,3,4,4.2,-3.5,0.4,0,0,0,0,27,39
197,18-02-2018,2018,2,18,5,0,0,0,0,1,1,4.2,-3.5,0.4,0,0,0,0,27,39
198,18-02-2018,2018,2,18,6,1,3,4,2,6,8,4.2,-3.5,0.4,0,0,0,0,27,39
199,18-02-2018,2018,2,18,7,4,0,4,3,3,6,4.2,-3.5,0.4,0,0,0,0,27,39
200,18-02-2018,2018,2,18,8,8,4,12,10,2,12,4.2,-3.5,0.4,0,0,0,0,27,39
201,18-02-2018,2018,2,18,9,14,9,23,14,7,21,4.2,-3.5,0.4,0,0,0,0,27,39
202,18-02-2018,2018,2,18,10,12,14,26,16,11,27,4.2,-3.5,0.4,0,0,0,0,27,39
203,18-02-2018,2018,2,18,11,22,20,42,29,18,47,4.2,-3.5,0.4,0,0,0,0,27,39
204,18-02-2018,2018,2,18,12,31,29,60,35,28,63,4.2,-3.5,0.4,0,0,0,0,27,39
205,18-02-2018,2018,2,18,13,39,29,68,31,30,61,4.2,-3.5,0.4,0,0,0,0,27,39
206,18-02-2018,2018,2,18,14,29,32,61,33,31,64,4.2,-3.5,0.4,0,0,0,0,27,39
207,18-02-2018,2018,2,18,15,39,29,68,45,33,78,4.2,-3.5,0.4,0,0,0,0,27,39
208,18-02-2018,2018,2,18,16,27,26,53,31,49,80,4.2,-3.5,0.4,0,0,0,0,27,39
209,18-02-2018,2018,2,18,17,37,31,68,45,43,88,4.2,-3.5,0.4,0,0,0,0,27,39
210,18-02-2018,2018,2,18,18,30,38,68,32,41,73,4.2,-3.5,0.4,0,0,0,0,27,39
211,18-02-2018,2018,2,18,19,19,26,45,19,32,51,4.2,-3.5,0.4,0,0,0,0,27,39
212,18-02-2018,2018,2,18,20,17,16,33,10,18,28,4.2,-3.5,0.4,0,0,0,0,27,39
213,18-02-2018,2018,2,18,21,24,12,36,15,8,23,4.2,-3.5,0.4,0,0,0,0,27,39
214,18-02-2018,2018,2,18,22,15,14,29,17,13,30,4.2,-3.5,0.4,0,0,0,0,27,39
215,18-02-2018,2018,2,18,23,2,6,8,6,4,10,4.2,-3.5,0.4,0,0,0,0,27,39
216,19-02-2018,2018,2,19,0,5,4,9,5,9,14,4.2,-2.8,0.7,13.4,0,13.4,0,0,29
217,19-02-2018,2018,2,19,1,5,5,10,3,7,10,4.2,-2.8,0.7,13.4,0,13.4,0,0,29
218,19-02-2018,2018,2,19,2,1,4,5,0,2,2,4.2,-2.8,0.7,13.4,0,13.4,0,0,29
219,19-02-2018,2018,2,19,3,0,1,1,2,4,6,4.2,-2.8,0.7,13.4,0,13.4,0,0,29
220,19-02-2018,2018,2,19,4,2,3,5,3,3,6,4.2,-2.8,0.7,13.4,0,13.4,0,0,29
221,19-02-2018,2018,2,19,5,3,0,3,2,1,3,4.2,-2.8,0.7,13.4,0,13.4,0,0,29
222,19-02-2018,2018,2,19,6,3,1,4,3,0,3,4.2,-2.8,0.7,13.4,0,13.4,0,0,29
223,19-02-2018,2018,2,19,7,4,2,6,4,3,7,4.2,-2.8,0.7,13.4,0,13.4,0,0,29
224,19-02-2018,2018,2,19,8,6,2,8,11,1,12,4.2,-2.8,0.7,13.4,0,13.4,0,0,29
225,19-02-2018,2018,2,19,9,13,9,22,17,6,23,4.2,-2.8,0.7,13.4,0,13.4,0,0,29
226,19-02-2018,2018,2,19,10,24,17,41,24,16,40,4.2,-2.8,0.7,13.4,0,13.4,0,0,29
227,19-02-2018,2018,2,19,11,26,18,44,17,14,31,4.2,-2.8,0.7,13.4,0,13.4,0,0,29
228,19-02-2018,2018,2,19,12,15,14,29,27,23,50,4.2,-2.8,0.7,13.4,0,13.4,0,0,29
229,19-02-2018,2018,2,19,13,23,23,46,24,17,41,4.2,-2.8,0.7,13.4,0,13.4,0,0,29
230,19-02-2018,2018,2,19,14,28,19,47,18,16,34,4.2,-2.8,0.7,13.4,0,13.4,0,0,29
231,19-02-2018,2018,2,19,15,22,17,39,22,20,42,4.2,-2.8,0.7,13.4,0,13.4,0,0,29
232,19-02-2018,2018,2,19,16,16,14,30,19,18,37,4.2,-2.8,0.7,13.4,0,13.4,0,0,29
233,19-02-2018,2018,2,19,17,11,20,31,26,20,46,4.2,-2.8,0.7,13.4,0,13.4,0,0,29
234,19-02-2018,2018,2,19,18,8,23,31,12,23,35,4.2,-2.8,0.7,13.4,0,13.4,0,0,29
235,19-02-2018,2018,2,19,19,11,13,24,11,11,22,4.2,-2.8,0.7,13.4,0,13.4,0,0,29
236,19-02-2018,2018,2,19,20,6,14,20,6,14,20,4.2,-2.8,0.7,13.4,0,13.4,0,0,29
237,19-02-2018,2018,2,19,21,8,10,18,7,10,17,4.2,-2.8,0.7,13.4,0,13.4,0,0,29
238,19-02-2018,2018,2,19,22,5,4,9,6,4,10,4.2,-2.8,0.7,13.4,0,13.4,0,0,29
239,19-02-2018,2018,2,19,23,2,1,3,5,4,9,4.2,-2.8,0.7,13.4,0,13.4,0,0,29
240,20-02-2018,2018,2,20,0,3,3,6,3,3,6,16.5,2.8,9.7,7.6,0,7.6,0,22,52
241,20-02-2018,2018,2,20,1,3,1,4,0,3,3,16.5,2.8,9.7,7.6,0,7.6,0,22,52
242,20-02-2018,2018,2,20,2,3,2,5,3,1,4,16.5,2.8,9.7,7.6,0,7.6,0,22,52
243,20-02-2018,2018,2,20,3,1,1,2,1,2,3,16.5,2.8,9.7,7.6,0,7.6,0,22,52
244,20-02-2018,2018,2,20,4,0,0,0,1,1,2,16.5,2.8,9.7,7.6,0,7.6,0,22,52
245,20-02-2018,2018,2,20,5,7,2,9,2,1,3,16.5,2.8,9.7,7.6,0,7.6,0,22,52
